ts.IDnum.w1,id,ts.endDateTime.w1,ts.exclusion.age.w1,outgoing1,findfault1,thorough1,nervous1,imagination1,reserved1,trusting1,lazy1,relaxed1,unartistic1,talkative1,original1,quarrels1,tense1,ingenious1,depressed1,enthusiasm1,forgiving1,assertive1,disorganized1,emotionallystable1,inventive1,cold1,perseveres1,moody1,artistic1,shy1,efficient1,calm1,routine1,plans1,reflect1,cooperate1,distracted1,sophisticated1,reliable1,worries1,quiet1,rude1,careless1,helpful1,considerate1,energy1,curious1,talkative2,findfault2,thorough2,depressed2,original2,reserved2,careless2,energy2,quarrels2,tense2,ingenious2,enthusiasm2,forgiving2,disorganized2,trusting2,emotionallystable2,inventive2,assertive2,cold2,perseveres2,connected2,moody2,artistic2,shy2,efficient2,calm2,routine2,plans2,nervous2,reflect2,unartistic2,cooperate2,distracted2,sophisticated2,helpful2,likesothers2,imagination2,outgoing2,lazy2,relaxed2,reliable2,worries2,quiet2,rude2,considerate2,curious2,talkative3,findfault3,thorough3,depressed3,original3,reserved3,careless3,energy3,quarrels3,tense3,ingenious3,enthusiasm3,forgiving3,disorganized3,trusting3,emotionallystable3,inventive3,assertive3,cold3,perseveres3,moody3,artistic3,shy3,efficient3,calm3,routine3,plans3,nervous3,reflect3,unartistic3,cooperate3,distracted3,sophisticated3,helpful3,relaxed3,reliable3,curious3,worries3,imagination3,quiet3,lazy3,considerate3,outgoing3,rude3,talkative_a,findfault_a,thorough_a,depressed_a,original_a,reserved_a,helpful_a,careless_a,relaxed_a,curious_a,energy_a,quarrels_a,reliable_a,tense_a,ingenious_a,enthusiasm_a,forgiving_a,disorganized_a,worries_a,imagination_a,quiet_a,trusting_a,lazy_a,emotionallystable_a,inventive_a,assertive_a,cold_a,perseveres_a,moody_a,artistic_a,shy_a,considerate_a,efficient_a,calm_a,routine_a,outgoing_a,rude_a,plans_a,nervous_a,reflect_a,unartistic_a,cooperate_a,distracted_a,sophisticated_a,talkative_b,findfault_b,thorough_b,depressed_b,original_b,reserved_b,helpful_b,careless_b,relaxed_b,curious_b,energy_b,quarrels_b,reliable_b,tense_b,ingenious_b,enthusiasm_b,forgiving_b,disorganized_b,worries_b,imagination_b,quiet_b,trusting_b,lazy_b,emotionallystable_b,inventive_b,assertive_b,cold_b,perseveres_b,moody_b,artistic_b,shy_b,considerate_b,efficient_b,calm_b,routine_b,outgoing_b,rude_b,plans_b,nervous_b,reflect_b,unartistic_b,cooperate_b,distracted_b,sophisticated_b,talkative_c,findfault_c,thorough_c,depressed_c,original_c,reserved_c,helpful_c,careless_c,relaxed_c,curious_c,energy_c,quarrels_c,reliable_c,tense_c,ingenious_c,enthusiasm_c,forgiving_c,disorganized_c,worries_c,imagination_c,quiet_c,trusting_c,lazy_c,emotionallystable_c,inventive_c,assertive_c,cold_c,perseveres_c,moody_c,artistic_c,shy_c,considerate_c,efficient_c,calm_c,routine_c,outgoing_c,rude_c,plans_c,nervous_c,reflect_c,unartistic_c,cooperate_c,distracted_c,sophisticated_c,talkative_d,findfault_d,thorough_d,depressed_d,original_d,reserved_d,helpful_d,careless_d,relaxed_d,curious_d,energy_d,quarrels_d,reliable_d,tense_d,ingenious_d,enthusiasm_d,forgiving_d,disorganized_d,worries_d,imagination_d,quiet_d,trusting_d,lazy_d,emotionallystable_d,inventive_d,assertive_d,cold_d,perseveres_d,moody_d,artistic_d,shy_d,considerate_d,efficient_d,calm_d,routine_d,outgoing_d,rude_d,plans_d,nervous_d,reflect_d,unartistic_d,cooperate_d,distracted_d,sophisticated_d
43500,10331,10/3/13 12:18,10/3/13 14:45,15,11,12,4,15,3,15,5,12,4,13,11,5,6,14,3,14,13,12,10,12,4,6,11,4,14,7,5,12,8,8,12,13,6,10,13,5,3,10,10,15,15,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43530,10332,10/5/13 12:16,10/5/13 14:29,8,13,8,8,4,7,12,8,8,7,8,5,3,10,4,9,13,8,2,8,7,5,3,8,9,8,11,6,8,9,4,8,13,10,8,12,10,10,12,10,10,9,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43560,10333,10/3/13 16:13,10/3/13 18:07,12,13,9,12,14,4,8,12,3,3,14,7,8,9,13,10,14,5,14,15,4,7,12,12,15,15,3,13,7,1,11,13,14,11,12,10,15,5,14,3,13,10,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43590,10335,10/3/13 15:51,10/3/13 17:50,8,6,12,7,8,11,10,7,10,7,7,8,3,12,9,3,9,12,6,3,8,7,4,9,12,7,11,10,9,12,13,8,9,10,12,10,10,10,5,7,10,12,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,12,2,11,12,13,4,10,13,11,2,11,9,10,11,15,6,8,10,13,12,7,13,9,3,3,9,9,10,12,12,11,9,7,8,3,14,10,11,3,14,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43620,10336,9/26/13 15:48,9/26/13 18:26,15,11,11,11,10,6,15,6,10,6,12,8,4,4,8,12,11,10,11,7,3,10,13,6,15,15,10,10,6,8,10,15,11,12,8,10,10,6,10,10,15,13,9,12,10,4,12,4,8,8,11,5,1,1,13,11,12,11,12,12,12,9,11,7,10,11,14,11,8,8,11,7,6,12,6,13,10,12,11,14,13,13,10,11,11,10,6,10,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,8,9,6,8,10,10,5,11,8,2,9,11,9,7,10,10,12,13,8,10,11,3,7,9,10,7,4,11,11,11,7,5,9,12,12,12,7,10,7,9,9,6,10,5,10,8,6,8,8,12,7,10,6,3,10,10,11,10,11,11,13,13,8,8,12,6,8,8,10,6,11,12,12,12,8,8,10,12,11,8,8,12,6,11,12,6,10,7,10,12,10,9,11,10,3,12,6,5,7,11,11,6,11,3,15,15,10,11,11,3,10,9,8,7,10,11,9,7,8,4,10,10,8,10,12,10,5,11,11,5,8,10,10,12,11,8,8,9,7,12,10,3,8,10,8,8,10,10,13,13,8,8,8,5,8,10,8,9,12,13,8,8,8,10,10,10,8,8,8,9,8,8,9,6
43650,10337,9/26/13 15:50,9/26/13 18:49,5,2,10,12,10,4,9,6,8,12,8,5,1,8,11,2,8,12,5,4,7,5,5,8,4,13,13,8,10,8,9,8,7,8,9,12,11,8,4,9,13,12,6,11,8,4,8,7,9,8,9,8,4,7,8,8,7,7,9,6,8,7,7,8,9,8,11,9,8,9,7,9,8,9,10,9,8,9,10,9,11,7,8,8,10,9,8,5,10,10,8,5,11,8,8,6,8,8,4,8,9,8,8,5,10,7,8,8,8,10,8,9,10,8,9,8,8,8,9,6,8,8,8,9,7,9,9,8,9,8,8,8,8,8,8,4,11,3,8,5,11,9,7,10,8,3,11,9,9,9,8,5,9,11,8,10,6,8,8,8,6,12,10,11,10,11,8,10,7,8,5,8,9,10,11,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,7,6,9,9,6,9,8,6,9,8,9,8,9,7,10,10,8,9,7,7,7,7,7,8,8,9,9,9,8,9,8,8,7,8,8,9,6,8,8,8
43680,10338,10/5/13 12:16,10/5/13 14:32,10,13,14,5,10,7,13,5,9,1,11,6,6,13,10,4,12,5,14,4,11,9,4,13,3,14,10,13,13,15,14,11,11,14,15,15,14,9,10,4,9,13,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,12,5,10,9,10,5,9,13,11,5,14,13,12,12,6,6,9,10,10,12,7,10,9,11,6,12,13,15,9,11,11,12,13,12,10,12,6,11,1,11,5,15,11,12,12,4,9,7,9,9,5,12,11,6,13,11,9,10,9,7,10,10,9,11,7,6,7,10,10,11,12,12,11,10,9,10,11,10,9,10,10,11,4,10,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43710,10340,10/1/13 12:54,10/1/13 14:41,15,12,14,9,15,4,5,8,9,13,15,10,1,8,12,8,15,8,15,2,14,11,11,15,13,8,6,15,6,8,15,8,12,5,8,15,14,1,12,4,13,4,14,14,14,2,13,3,8,4,3,12,2,5,2,14,11,1,10,12,8,14,2,15,15,2,7,4,14,15,11,15,2,14,7,12,4,11,14,15,9,13,2,12,13,10,5,5,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,13,6,10,5,12,4,4,15,13,3,15,10,12,13,11,1,14,11,8,5,3,14,9,14,4,14,10,3,6,12,13,11,4,14,8,15,4,10,10,6,10,4,14,6,15,3,12,5,14,3,8,14,14,2,15,11,12,13,14,3,13,14,2,5,3,14,11,15,4,14,6,13,2,15,15,12,7,15,8,15,4,8,8,13,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43740,10341,10/31/13 15:53,10/31/13 18:04,5,6,13,2,8,12,15,10,14,8,8,12,12,3,14,4,4,13,5,3,14,12,8,12,4,8,12,8,14,8,13,15,11,12,11,8,3,10,5,11,12,9,4,10,5,3,13,1,13,11,6,6,10,3,12,12,12,4,3,15,13,4,4,13,11,4,6,11,13,12,12,11,4,12,11,11,11,4,12,5,13,5,5,14,13,10,12,2,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,12,4,11,12,11,10,13,12,5,10,11,3,11,4,11,8,3,6,11,5,7,13,11,6,8,14,4,6,12,9,11,13,9,8,5,11,2,12,12,12,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,14,1,11,11,12,5,14,14,6,11,12,8,14,4,11,5,8,11,10,15,5,15,12,4,8,14,4,4,12,10,9,14,11,12,4,12,2,14,12,8,10,5,5,5,13,1,13,10,11,8,14,12,7,9,12,4,14,8,10,3,8,13,12,4,2,15,14,7,6,14,8,4,11,10,14,15,8,10,4,13,1,14,12,8,10,3
43770,10342,10/10/13 15:53,10/10/13 18:07,10,9,13,5,12,15,11,10,15,12,10,12,4,14,15,3,13,12,15,9,15,13,10,13,5,9,6,15,15,12,13,15,12,6,5,15,10,15,8,6,10,13,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43800,10343,10/8/13 12:49,10/8/13 14:28,11,14,14,7,12,13,5,5,13,7,11,10,5,13,15,7,8,2,15,8,8,10,13,13,5,2,11,15,14,14,14,13,8,10,12,15,5,10,8,5,9,3,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43830,10345,10/10/13 16:28,10/10/13 18:27,13,10,12,12,11,7,14,9,6,8,12,10,4,14,14,4,14,12,10,11,7,9,3,11,7,15,9,10,3,10,7,12,14,13,13,14,11,10,4,9,12,14,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,14,3,11,6,14,2,9,13,15,2,12,11,14,14,12,9,9,14,3,15,5,7,12,11,1,13,3,15,9,14,13,10,10,12,5,15,12,13,4,15,13,14,14,4,14,3,11,6,10,9,7,11,12,5,13,11,13,14,11,11,11,13,6,11,7,9,12,9,1,14,9,14,9,13,12,11,7,13,5,11,7,10,3,13,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43860,10347,10/4/13 16:58,10/4/13 18:39,9,8,11,12,12,8,12,3,7,9,6,10,8,13,9,9,10,15,8,4,9,9,5,7,9,10,13,12,7,14,15,9,12,11,7,13,11,15,4,12,10,13,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43890,10348,10/2/13 15:49,10/2/13 18:16,3,5,11,12,13,12,15,12,11,4,3,15,3,13,15,12,11,8,8,12,10,13,8,5,12,11,13,13,15,1,5,15,12,10,10,12,6,15,3,12,13,15,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
